Year,Month,Hour,Vehicle,Driver / Operator Type,City,State,Roadway Type,Roadway Surface,Roadway Description,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Speed Difference Category,Mileage Category
2025,1,4,Tesla Model 3 2024,Consumer,Franklin Square,NY,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Low
2025,1,0,Tesla Model Y 2023,Consumer,Twentynine Palms,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2025,1,17,Tesla Model 3 2024,Consumer,Rosemead,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2025,1,17,Chevrolet Traverse 2024,Consumer,Granville,PA,Highway / Freeway,Dry,No Unusual Conditions,Dawn / Dusk,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Unknown,Yes,Unknown,"No, see Narrative",N,N,Y,N,N,N,N,N,Y,N,N,N,Significantly Over,Medium
2025,1,19,Tesla Model Y 2023,In-Vehicle (Commercial / Test),Kansas City,MO,Street,Dry,No Unusual Conditions,Daylight,N,N,Y,N,N,N,N,N,N,SUV,Unknown,Proceeding Straight,Unknown,Unknown,N,N,Y,N,N,Y,N,N,Y,N,N,Merging,No,Yes,Yes,N,Y,N,N,Y,N,N,Y,N,N,N,N,At or Below Limit,Low
2024,11,11,Tesla Model S 2016,Consumer,Lynchburg,VA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2023,6,22,Tesla Model X 2016,Consumer,Milpitas,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Very High
2023,8,17,Tesla Model 3 2023,Consumer,Mesquite,TX,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Passenger Car,Unknown,Proceeding Straight,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,N,N,"Other, see Narrative",Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,At or Below Limit,Low
2023,7,0,Tesla Model Y 2023,Consumer,Sunol,CA,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Passenger Car,Unknown,Proceeding Straight,Unknown,Unknown,Y,Y,Y,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,N,N,N,N,N,N,Y,Y,Y,N,N,At or Below Limit,Medium
2023,7,2,Tesla Model Y 2023,Consumer,Los Angeles,CA,Street,Dry,No Unusual Conditions,Dawn / Dusk,Y,N,N,N,N,N,N,N,N,Passenger Car,Unknown,Lane / Road Departure,Unknown,Unknown,N,Y,Y,N,N,N,N,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,N,N,N,N,Y,Y,Y,N,N,Moderately Over,Low
2023,7,22,Tesla Model 3 2023,Consumer,Ventura,CA,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,Slightly Over,Low
2023,7,14,Tesla Model Y 2023,Consumer,Union City,CA,Highway / Freeway,Dry,No Unusual Conditions,Daylight,N,N,Y,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,At or Below Limit,Medium
2023,7,11,Tesla Model 3 2022,Consumer,Downey,CA,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,Moderately Over,Medium
2023,7,23,Tesla Model Y 2022,Consumer,Ogden,UT,Street,Dry,No Unusual Conditions,Daylight,Y,N,Y,N,N,N,N,N,N,Passenger Car,Unknown,Making Left Turn,Unknown,Unknown,N,N,N,N,N,Y,N,Y,Y,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,Y,Y,N,N,Y,N,N,N,N,N,Slightly Over,Medium
2023,7,15,Tesla Model 3 2023,Consumer,West Windsor Township,NJ,Highway / Freeway,Wet,No Unusual Conditions,Daylight,N,N,Y,N,Y,N,N,N,N,Passenger Car,Unknown,Stopped,Unknown,Unknown,Y,N,N,Y,N,N,Y,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,Y,N,N,At or Below Limit,High
2023,7,11,Tesla Model Y 2023,Consumer,Danbury,PA,Highway / Freeway,Dry,No Unusual Conditions,Daylight,N,N,Y,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,Significantly Over,Medium
2023,7,12,Tesla Model Y 2021,Consumer,Northfield,WI,Highway / Freeway,Wet,No Unusual Conditions,Daylight,N,N,Y,N,Y,N,N,N,N,Passenger Car,Unknown,Lane / Road Departure,Yes,Unknown,Y,Y,Y,N,N,N,Y,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Slightly Over,Very High
2023,7,4,Tesla Model X 2020,Consumer,Rancho Mirage,CA,Unknown,Dry,Unknown,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2023,7,19,Tesla Model Y 2022,Consumer,McCartys Village,NM,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,"Other, see Narrative",Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Proceeding Straight,Yes,Unknown,Unknown,N,N,Y,N,N,N,N,N,N,N,N,N,Slightly Over,Medium
2023,7,21,Tesla Model X 2020,Consumer,Los Angeles,CA,Street,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Passenger Car,Unknown,Making Left Turn,Unknown,Unknown,N,N,Y,N,N,Y,N,N,Y,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,Y,Y,N,N,N,N,N,N,N,N,Slightly Over,High
2023,6,23,Tesla Model X 2022,Consumer,Pleasantville,NJ,Highway / Freeway,Dry,No Unusual Conditions,Daylight,N,N,Y,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,Significantly Over,High
2023,6,7,Tesla Model S 2019,Consumer,Des Moines,WA,Street,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Passenger Car,Unknown,Making Left Turn,Unknown,Unknown,N,N,Y,N,N,Y,N,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Y,N,N,At or Below Limit,Medium
2023,6,12,Tesla Model X 2016,Consumer,Beaumont,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Very High
2025,1,6,Tesla Model 3 2022,Consumer,Sacramento,CA,Highway / Freeway,Dry,Traffic Incident,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Passenger Car,Unknown,Lane / Road Departure,Unknown,Unknown,N,N,N,N,N,N,Y,Y,Y,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,At or Below Limit,High
2025,1,5,Tesla Model Y 2024,Consumer,Chino,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,No,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,High
2025,1,5,Tesla Model X 2021,Consumer,Tacoma,WA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2025,1,17,Tesla Cybertruck 2024,Consumer,Los Angeles,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2025,1,6,Tesla Model Y 2020,Consumer,Renton,WA,Highway / Freeway,Dry,Work Zone,Dark - Lighted,Y,N,N,N,N,N,N,N,N,SUV,Unknown,Stopped,No,Unknown,Y,N,N,Y,N,N,Y,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,Y,N,N,At or Below Limit,High
2025,1,5,Tesla Model Y 2024,Consumer,Los Angeles,CA,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,No,Yes,Unknown,N,N,Y,N,N,N,N,N,N,N,Y,N,Moderately Over,Medium
2025,1,4,Tesla Model Y 2024,Consumer,Orlando,FL,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,No,Yes,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,At or Below Limit,Medium
2024,12,5,Tesla Model Y 2021,Consumer,Hattiesburg,MS,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,"Other, see Narrative",Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Lane / Road Departure,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,Y,Y,N,At or Below Limit,Medium
2024,12,22,Tesla Model S 2023,Consumer,Dallas,TX,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,No,Yes,Unknown,N,Y,Y,Y,N,N,N,N,N,N,Y,N,At or Below Limit,Medium
2023,12,13,GMC Sierra 2024,Consumer,Clarksville,TN,Highway / Freeway,Dry,No Unusual Conditions,Daylight,N,N,N,N,N,N,N,Y,Partly Cloudy,Unknown,Unknown,Proceeding Straight,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Proceeding Straight,Yes,Unknown,Yes,N,N,N,N,Y,N,Y,N,N,N,N,N,At or Below Limit,Low
2025,1,11,Rivian R1T 2024,In-Vehicle (Commercial / Test),Garfield Heights,OH,Highway / Freeway,Wet,No Unusual Conditions,Daylight,N,Y,N,N,N,N,N,N,N,SUV,No Injuries Reported,Changing Lanes,No,Unknown,N,N,N,N,N,N,N,N,Y,N,N,Proceeding Straight,No,Yes,Yes,N,Y,N,N,N,N,N,N,N,N,N,N,At or Below Limit,Medium
2024,12,14,GMC Yukon Denali 2025,Consumer,Essex,MO,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Unknown,No Injuries Reported,"Other, see Narrative",Not Applicable,Not Applicable,N,N,N,N,N,N,N,N,N,N,Y,Proceeding Straight,No,Yes,Yes,N,N,N,N,N,N,N,N,N,N,Y,N,Slightly Over,Low
2025,1,18,Tesla Model Y 2024,Consumer,Pittsburgh,PA,Street,Snow / Slush / Ice,No Unusual Conditions,Daylight,N,N,Y,N,N,N,N,N,N,Passenger Car,No Injuries Reported,Making Left Turn,No,No,N,N,N,N,N,Y,N,N,Y,N,N,Proceeding Straight,No,Yes,Yes,N,N,N,N,N,N,N,Y,Y,N,N,N,At or Below Limit,High
2025,1,3,Tesla Model Y 2023,Consumer,Malvern,PA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2025,1,22,Tesla Model Y 2024,Consumer,Milpitas,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2025,1,4,Tesla Model Y 2023,Consumer,Tampa,FL,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2025,1,11,Tesla Model Y 2023,Consumer,San Antonio,TX,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Medium
2025,1,23,Tesla Model Y 2025,Consumer,Tulsa,OK,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Other Fixed Object,No Injuries Reported,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Unknown,No,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,Y,N,At or Below Limit,Low
2025,1,8,Tesla Model 3 2024,Consumer,Frisco,TX,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Significantly Over,Low
2024,12,20,Tesla Model 3 2024,Consumer,West Covina,CA,Street,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Other Fixed Object,No Injuries Reported,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Making Right Turn,No,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,Y,N,Slightly Over,Low
2024,8,16,Tesla Model Y 2023,Consumer,Tracy,CA,Highway / Freeway,Dry,Unknown,Daylight,Y,N,N,N,N,N,N,N,N,Unknown,No Injuries Reported,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Medium
2024,12,13,Subaru Outback 2020,Consumer,Heber City,UT,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Pickup Truck,No Injuries Reported,Stopped,Unknown,Unknown,Y,N,N,Y,N,N,Y,N,N,N,N,Proceeding Straight,No,Yes,Yes,N,N,N,Y,N,N,Y,N,N,Y,N,N,Moderately Over,Medium
2024,12,3,GMC Sierra 2023,Consumer,Houston,TX,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Passenger Car,No Injuries Reported,Changing Lanes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Proceeding Straight,Yes,Unknown,Yes,N,N,N,N,N,N,Y,N,N,N,N,N,At or Below Limit,High
2024,12,19,Tesla Model Y 2024,Consumer,Los Angeles,CA,Street,Dry,No Unusual Conditions,Daylight,N,N,Y,N,N,N,N,N,N,SUV,Unknown,Stopped,Unknown,Unknown,N,Y,Y,N,N,Y,N,N,N,N,N,Lane / Road Departure,No,Yes,Unknown,N,N,Y,Y,N,N,Y,N,N,N,N,N,At or Below Limit,Low
2024,12,8,Tesla Model X 2020,Consumer,Dania Beach,FL,Highway / Freeway,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,12,11,Tesla Model 3 2024,Consumer,Monterey Park,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Low
2024,12,21,Tesla Model Y 2024,Consumer,Wixom,MI,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2024,12,17,Tesla Model Y 2025,Consumer,Huntington Beach,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,12,2,Tesla Model Y 2023,Consumer,Oakland,CA,Street,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,SUV,Unknown,Parked,Unknown,Unknown,Y,Y,N,Y,N,N,N,N,N,N,N,Proceeding Straight,No,Yes,Unknown,N,N,N,N,N,N,Y,N,Y,Y,N,N,At or Below Limit,Low
2024,12,15,Tesla Model X 2019,Consumer,Williamsport,MD,Highway / Freeway,Dry,Traffic Incident,Daylight,N,N,Y,N,N,N,N,N,N,Passenger Car,Unknown,"Other, see Narrative",Unknown,Unknown,Y,Y,Y,Y,Y,N,N,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,At or Below Limit,Very High
2024,12,3,Tesla Model 3 2020,Consumer,Philadelphia,PA,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,Y,N,N,At or Below Limit,Very High
2024,12,2,Tesla Model 3 2020,Consumer,Austin,TX,Street,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,Y,N,N,Slightly Over,High
2024,12,21,Tesla Model 3 2022,Consumer,Ocoee,FL,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Minor,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,No,Yes,Unknown,N,N,Y,Y,N,N,N,N,N,N,N,N,At or Below Limit,High
2024,12,22,Tesla Model 3 2024,Consumer,Westbrook,CT,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2024,12,6,Tesla Model 3 2020,Consumer,Mount Vernon,WA,Rural Road,Wet,No Unusual Conditions,Dark - Not Lighted,N,N,N,N,Y,N,N,N,N,Pole / Tree,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,"Other, see Narrative",Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,Y,Y,N,At or Below Limit,Very High
2024,12,5,Tesla Model 3 2022,Consumer,Vienna,VA,Unknown,Dry,Unknown,Dark - Lighted,Y,N,N,N,N,N,N,N,N,"Other, see Narrative",Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Significantly Over,Very High
2024,12,4,Tesla Model Y 2023,Consumer,Gardena,CA,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,At or Below Limit,Medium
2024,12,12,Tesla Model Y 2023,Consumer,Myrtle Creek,OR,Highway / Freeway,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2024,12,4,Tesla Model 3 2024,Consumer,St John,IN,Parking Lot,Snow / Slush / Ice,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,"Other, see Narrative",Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Proceeding Straight,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Moderately Over,Low
2024,12,2,Tesla Model Y 2023,Consumer,Menlo Park,CA,Highway / Freeway,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2024,12,2,Tesla Model X 2018,Consumer,Cedartown,GA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Very High
2024,12,12,Tesla Model 3 2018,Consumer,Fairfax,VA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,12,23,Tesla Model 3 2018,Consumer,Falls Church,VA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,12,11,Tesla Model Y 2022,Consumer,West Athens,CA,Highway / Freeway,Dry,Traffic Incident,Dark - Lighted,Y,N,N,N,N,N,N,N,N,"Other, see Narrative",Unknown,"Other, see Narrative",Unknown,Unknown,Y,Y,Y,N,N,N,N,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,Moderately Over,Very High
2024,12,0,Tesla Model Y 2024,Consumer,East Falmouth,MA,Highway / Freeway,Dry,No Unusual Conditions,Dark - Not Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Moderately Over,Medium
2024,12,15,Tesla Model 3 2020,Consumer,Orange,CA,Highway / Freeway,Dry,No Unusual Conditions,Dawn / Dusk,Y,N,N,N,N,N,N,N,N,SUV,Unknown,Changing Lanes,Unknown,Unknown,N,N,N,N,N,N,Y,Y,Y,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,At or Below Limit,Very High
2024,12,3,Tesla Model 3 2023,Consumer,Kissimmee,FL,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Moderately Over,High
2024,12,7,Tesla Model 3 2018,Consumer,Thornton,NH,Highway / Freeway,Snow / Slush / Ice,"Other, see Narrative",Dark - Not Lighted,Y,N,N,N,N,N,N,N,N,"Other, see Narrative",Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Lane / Road Departure,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,Y,Y,N,At or Below Limit,Very High
