Year,Month,Hour,Vehicle,Driver / Operator Type,City,State,Roadway Type,Roadway Surface,Roadway Description,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Speed Difference Category,Mileage Category
2024,10,3,Tesla Model 3 2018,Consumer,Selma,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Very High
2024,10,19,Tesla Model 3 2019,Consumer,Austin,TX,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2024,10,7,Tesla Model 3 2023,Consumer,Coral Gables,FL,Intersection,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Making Right Turn,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,Y,N,N,At or Below Limit,Low
2024,10,23,Tesla Model Y 2023,Consumer,Plain City,OH,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2024,10,20,Tesla Model X 2020,Consumer,Tacoma,WA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2024,10,18,Tesla Model S 2022,Consumer,Lake Elsinore,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2024,10,4,Tesla Model 3 2021,Consumer,St Paul,MN,Street,Dry,Unknown,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,High
2024,10,12,Tesla Model Y 2024,Consumer,Wethersfield,CT,Highway / Freeway,Dry,Unknown,Daylight,Y,N,Y,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Moderately Over,Low
2024,10,2,Tesla Model Y 2024,Consumer,Mountain View,CA,Highway / Freeway,Dry,Unknown,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Unknown,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,10,23,Tesla Cybertruck 2024,Consumer,Brandon,FL,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,10,1,Tesla Model Y 2024,Consumer,San Bernardino,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,10,23,Tesla Model Y 2024,Consumer,San Jose,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Unknown,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,9,12,Tesla Model Y 2023,Consumer,Vienna,VA,Highway / Freeway,Wet,Unknown,Daylight,N,N,Y,N,Y,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Unknown,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2024,9,17,Tesla Model S 2020,Consumer,Pittsburgh,PA,Highway / Freeway,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Other Fixed Object,No Injuries Reported,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Unknown,Unknown,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,High
2024,10,15,Ford F-150 2024,Consumer,Houston,TX,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Passenger Car,No Injuries Reported,Proceeding Straight,Yes,Yes,N,N,Y,N,N,Y,N,N,Y,N,N,Stopped,No,No,Yes,N,N,N,N,Y,N,N,N,N,N,N,N,At or Below Limit,Low
2024,10,17,Tesla Model 3 2020,Consumer,Orlando,FL,Street,Wet,No Unusual Conditions,Daylight,N,N,Y,N,Y,N,N,N,N,Pickup Truck,Unknown,Proceeding Straight,Unknown,Unknown,N,N,Y,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,Y,N,N,At or Below Limit,Very High
2024,10,19,Tesla Model 3 2024,Consumer,Pomona,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,9,20,Tesla Model Y 2024,Consumer,Marina,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Unknown,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,10,10,Tesla Model 3 2022,Consumer,Carson City,NV,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Making Left Turn,Unknown,Yes,Unknown,N,N,N,N,N,N,N,N,N,Y,N,N,At or Below Limit,Very High
2024,10,18,Tesla Model Y 2024,Consumer,Austin,TX,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,9,2,Tesla Model Y 2020,Consumer,Suwanee,GA,Highway / Freeway,Wet,Traffic Incident,Dark - Not Lighted,N,N,Y,N,Y,N,N,N,N,Passenger Car,Unknown,"Other, see Narrative",Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,9,22,Tesla Model S 2021,Consumer,Indianapolis,IN,Highway / Freeway,Wet,No Unusual Conditions,Daylight,N,N,Y,N,Y,N,N,N,N,Heavy Truck,Unknown,Lane / Road Departure,Unknown,Unknown,N,N,N,N,N,N,N,N,Y,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,Y,N,N,N,N,N,N,N,N,N,N,At or Below Limit,Very High
2024,9,11,Tesla Model 3 2020,Consumer,Tampa,FL,Highway / Freeway,Dry,Unknown,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,9,18,Tesla Model 3 2019,Consumer,Houston,TX,Highway / Freeway,Dry,Unknown,Daylight,N,N,Y,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,High
2024,9,19,Tesla Model 3 2023,Consumer,Corona,CA,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Passenger Car,Unknown,Stopped,Unknown,Unknown,Y,N,N,Y,N,N,Y,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,Y,N,N,At or Below Limit,Medium
2024,9,16,Tesla Model 3 2022,Consumer,New Rochelle,NY,Intersection,Dry,No Unusual Conditions,Daylight,N,N,Y,N,N,N,N,N,N,SUV,Unknown,Making Left Turn,Unknown,Unknown,N,N,Y,N,N,Y,N,N,Y,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,Y,Y,N,N,At or Below Limit,Medium
2024,5,16,Tesla Model 3 2017,Consumer,Rossmoor,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,6,13,Tesla Model 3 2023,Consumer,Fresno,CA,Street,Dry,Unknown,Daylight,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Significantly Over,Low
2024,3,0,Tesla Model 3 2019,Consumer,Novato,CA,Highway / Freeway,Dry,No Unusual Conditions,Dark - Not Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,"Other, see Narrative",Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,Slightly Over,Very High
2024,2,20,Tesla Model Y 2023,Consumer,Nyack,NY,Rural Road,Dry,Unknown,Dark - Not Lighted,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Low
2024,1,5,Tesla Model 3 2022,Consumer,Bradley,FL,Rural Road,Dry,No Unusual Conditions,Dark - Not Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,"Other, see Narrative",Yes,Unknown,"No, see Narrative",N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,At or Below Limit,High
2024,2,17,Tesla Model Y 2022,Consumer,Newark,CA,Highway / Freeway,Wet,No Unusual Conditions,Daylight,N,N,Y,N,Y,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Proceeding Straight,Yes,Unknown,Yes,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Moderately Over,Medium
2024,1,17,Tesla Model Y 2021,Consumer,Wells,ME,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,Y,N,Y,N,N,N,N,N,N,N,N,At or Below Limit,Very High
2024,1,19,Tesla Model Y 2022,Consumer,Los Angeles,CA,Highway / Freeway,Wet,No Unusual Conditions,Daylight,N,N,Y,N,Y,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Changing Lanes,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,Slightly Over,High
2024,5,10,Tesla Model 3 2022,Consumer,Comstock Park,MI,Highway / Freeway,Dry,No Unusual Conditions,Dark - Not Lighted,N,N,Y,N,N,N,N,N,N,Pickup Truck,Unknown,Proceeding Straight,Unknown,Unknown,N,N,Y,N,N,Y,N,N,Y,N,N,"Other, see Narrative",Yes,Unknown,Unknown,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,Significantly Over,Very High
2024,9,14,Tesla Model 3 2024,Consumer,Franklin,TN,Highway / Freeway,Dry,Unknown,Daylight,N,N,Y,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,9,6,Tesla Model 3 2023,Consumer,Fremont,CA,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Passenger Car,Unknown,Proceeding Straight,Unknown,Unknown,N,N,Y,N,N,Y,N,N,Y,N,N,Proceeding Straight,No,Yes,Unknown,N,Y,N,N,Y,N,N,Y,N,N,N,N,At or Below Limit,Medium
2024,9,17,Tesla Model 3 2024,Consumer,Elysburg,PA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,9,3,Tesla Model X 2023,Consumer,Westminster,SC,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2024,9,12,Cadillac Lyriq 2024,Consumer,Dixon,CA,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Pole / Tree,No Injuries Reported,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Yes,N,N,N,N,N,N,N,N,Y,N,N,N,Moderately Over,Low
2024,8,1,Tesla Model X 2020,Consumer,San Francisco,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,No Injuries Reported,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,No,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2024,4,23,Tesla Model X 2019,Consumer,Fort Myers,FL,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,At or Below Limit,High
2024,2,17,Tesla Model X 2017,Consumer,Phoenix,AZ,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,SUV,Unknown,"Other, see Narrative",Unknown,Unknown,Y,N,N,Y,N,N,Y,N,N,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,Y,N,N,At or Below Limit,Very High
2024,6,17,Tesla Model 3 2018,Consumer,Avondale,PA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,4,0,Tesla Model 3 2019,Consumer,Anaheim,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,9,17,Tesla Model Y 2020,Consumer,American Fork,UT,Highway / Freeway,Dry,Unknown,Daylight,Y,N,N,N,N,N,N,N,N,Other Fixed Object,No Injuries Reported,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,No,Yes,Unknown,N,N,N,N,N,N,N,Y,Y,Y,N,N,At or Below Limit,Medium
2024,8,21,Tesla Model Y 2022,Consumer,Saratoga,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Other Fixed Object,No Injuries Reported,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Unknown,No,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,High
2024,9,6,Ford Explorer 2025,Consumer,Wixom,MI,Highway / Freeway,Dry,Traffic Incident,Dawn / Dusk,N,N,N,N,N,N,Y,N,N,Pickup Truck,No Injuries Reported,Proceeding Straight,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Stopped,No,Yes,Yes,N,Y,N,N,Y,N,N,Y,N,N,N,N,At or Below Limit,Low
2024,9,23,Tesla Model 3 2020,Consumer,Chicago,IL,Highway / Freeway,Dry,Unknown,Daylight,N,N,Y,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,9,21,Tesla Model Y 2023,Consumer,Columbus,OH,Street,Dry,Unknown,Daylight,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2024,9,8,Tesla Model Y 2024,Consumer,Katy,TX,Street,Dry,Unknown,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Low
2024,9,20,Tesla Model Y 2023,Consumer,Hotchkiss,CO,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,9,21,Tesla Model Y 2023,Consumer,Matthews,NC,Intersection,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,SUV,Unknown,Making Left Turn,Unknown,Unknown,N,N,N,N,N,N,N,Y,Y,N,N,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,N,N,N,At or Below Limit,Medium
2024,9,0,Tesla Model 3 2023,Consumer,Rutherfordton,NC,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Medium
2024,9,16,Tesla Model Y 2021,Consumer,Brookfield,MI,Rural Road,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Passenger Car,Unknown,Proceeding Straight,Yes,Unknown,N,N,Y,N,N,Y,N,N,Y,N,N,Making Left Turn,Yes,Unknown,Unknown,N,N,N,N,N,N,N,Y,Y,Y,N,N,At or Below Limit,Very High
2024,9,6,Tesla Model 3 2022,Consumer,Los Angeles,CA,Highway / Freeway,Dry,No Unusual Conditions,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,Y,Y,Y,N,N,N,N,N,N,N,N,Slightly Over,Very High
2024,9,2,Tesla Model 3 2021,Consumer,Poteet,TX,Intersection,Dry,Unknown,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Proceeding Straight,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,9,17,Subaru Outback 2022,Consumer,Unknown,UT,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,"Other, see Narrative",Minor,"Other, see Narrative",Not Applicable,Not Applicable,N,N,N,N,N,N,N,N,N,N,Y,Passing,Yes,Yes,Yes,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,At or Below Limit,Very High
2024,9,3,Tesla Model Y 2023,Consumer,Burlingame,CA,Highway / Freeway,Dry,Unknown,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2024,9,20,Tesla Model 3 2022,Consumer,New London,CO,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Very High
2024,9,5,Tesla Model Y 2023,Consumer,Monterey Park,CA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Medium
2024,9,20,Tesla Model Y 2023,Consumer,Scranton,PA,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,Medium
2024,9,7,Subaru Forester 2020,Consumer,Arnold,NE,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Animal,Minor,"Other, see Narrative",Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Proceeding Straight,No,Yes,Yes,N,N,N,Y,N,N,Y,N,N,Y,N,N,At or Below Limit,High
2024,9,13,Tesla Model Y 2024,Consumer,Hyattsville,MD,Highway / Freeway,Dry,Unknown,Daylight,N,N,Y,N,N,N,N,N,N,Other Fixed Object,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Lane / Road Departure,Yes,Unknown,Unknown,N,N,Y,Y,N,N,Y,N,N,N,N,N,Significantly Over,Low
2024,9,19,Tesla Model Y 2024,Consumer,Everett,WA,Intersection,Wet,Unknown,Daylight,N,N,Y,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,9,19,Tesla Model S 2023,Consumer,Conway,AR,Street,Dry,Unknown,Daylight,N,N,Y,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2024,9,17,Tesla Model S 2021,Consumer,Orlando,FL,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Very High
2024,9,17,GMC Sierra 2023,Consumer,Greenville,TN,Highway / Freeway,Dry,No Unusual Conditions,Daylight,N,N,Y,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Proceeding Straight,Yes,Unknown,No Passengers in Vehicle,N,N,Y,N,N,N,Y,N,Y,N,N,N,At or Below Limit,Medium
2024,9,12,Tesla Model Y 2024,Consumer,Cary,NC,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,Low
2024,9,4,Tesla Model 3 2019,Consumer,Yonkers,NY,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,Y,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,At or Below Limit,High
2024,7,23,Tesla Model Y 2024,Consumer,Sammamish,WA,Street,Dry,Unknown,Daylight,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Unknown,Yes,Unknown,N,N,N,N,N,N,N,N,N,N,Y,N,Slightly Over,Low
2024,9,3,Tesla Model Y 2022,Consumer,Pittsfield,ME,Highway / Freeway,Dry,Unknown,Dark - Lighted,Y,N,N,N,N,N,N,N,N,Unknown,Unknown,Unknown,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,Y,Unknown,Yes,Unknown,Unknown,N,N,N,N,N,N,N,N,N,N,N,Y,Slightly Over,High
2024,9,18,Subaru Forester 2023,Consumer,Woodland,CA,Highway / Freeway,Dry,No Unusual Conditions,Daylight,Y,N,N,N,N,N,N,N,N,Passenger Car,No Injuries Reported,Stopped,Unknown,Unknown,N,N,N,Y,N,N,Y,N,N,N,N,Proceeding Straight,Yes,Yes,Yes,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Slightly Over,Medium
