year,month,hour,city,state,make,model,model_year,vin,mileage_category,weather,roadway_type,roadway_surface,lighting,sv_pre_crash_movement,cp_pre_crash_movement,collision_category,highest_injury_severity_alleged
2024,12,5,Montvale,NJ,Tesla,Model 3,2025,5YJ3E1EB8SF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,1,Diamond Bar,CA,Tesla,Model 3,2025,5YJ3E1EB4SF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,13,Hydes,MD,Tesla,Model 3,2023,5YJ3E1EC7PF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,16,Manor,TX,Tesla,Model 3,2019,5YJ3E1EA9KF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,2,Houston,TX,Tesla,Model Y,2022,7SAYGDEF3NF,Low Medium,Clear,Highway / Freeway,Dry,Dark - Lighted,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,12,3,Taylorsville,UT,Tesla,Model Y,2021,5YJYGDEE2MF,Low Medium,Clear,Highway / Freeway,Dry,Dark - Lighted,Lane / Road Departure,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,12,13,White Haven,PA,Tesla,Model 3,2023,5YJ3E1EA6PF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,18,Irvine,CA,Mercedes-Benz,GLC 300,2022,W1N0G8DB8NG,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Minor
2024,12,3,Grapevine,TX,Cadillac,CT6,2019,1G6KE5RS9KU,High Medium,Clear,Highway / Freeway,Dry,Dark - Lighted,Lane / Road Departure,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,12,20,Thousand Oaks,CA,Tesla,Model Y,2023,7SAYGDEF7PF,Low Medium,Clear,Highway / Freeway,Dry,Daylight,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,12,11,Mt Vernon,NY,Tesla,Model X,2024,7SAXCDE51RF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,20,Marana,AZ,Tesla,Model Y,2023,7SAYGDEE2PF,High Medium,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Lane / Road Departure,CP Rear-Ended By SV,Unknown
2024,12,18,Salem,OR,Tesla,Model Y,2021,5YJYGDEE8MF,Low Medium,Fog_smoke,Intersection,Wet,Daylight,Making Left Turn,Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,12,21,Miami,FL,Tesla,Cybertruck,2024,7G2CEHEE8RA,Low,Clear,Street,Dry,Daylight,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,12,1,San Juan Capistrano,CA,Tesla,Model 3,2025,5YJ3E1EA4SF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,No Injuries Reported
2024,12,0,Princeton,NJ,Tesla,Model Y,2023,7SAYGDEE8PA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,No Injuries Reported
2024,11,3,Carrollton,TX,Tesla,Model Y,2022,7SAYGDEF1NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,No Injuries Reported
2024,12,16,Southlake,TX,Tesla,Model Y,2024,7SAYGDED0RF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,18,North Brunswick Township,NJ,Tesla,Model X,2023,7SAXCBE68PF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,6,Henderson,NV,Tesla,Model S,2022,5YJSA1E57NF,High Medium,Clear,Street,Dry,Dark - Lighted,"Other, see Narrative",Unknown,Other / Unknown,Unknown
2024,12,16,San Antonio,TX,Tesla,Model Y,2024,7SAYGDEE2RA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,21,McKinney,TX,Tesla,Model Y,2021,5YJYGDEE9MF,High Medium,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,12,1,Salisbury,NC,Tesla,Model 3,2024,5YJ3E1EAXRF,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,12,11,Diamond Bar,CA,Tesla,Model 3,2023,5YJ3E1EAXPF,Low,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,Stopped,CP Rear-Ended By SV,Unknown
2024,12,2,Boca Raton,FL,Tesla,Model Y,2023,7SAYGDEE0PA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,7,Highlands Ranch,CO,Tesla,Model Y,2023,7SAYGDEE1PF,Low Medium,Clear,Intersection,Dry,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,12,16,Dallas,TX,Tesla,Cybertruck,2024,7G2CEHED4RA,Low,Cloudy,Intersection,Dry,Daylight,Making Left Turn,Proceeding Straight,Head-On Collision,Unknown
2024,12,2,Santa Clara,CA,Tesla,Model Y,2025,7SAYGAEE1SF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,18,Los Angeles,CA,Tesla,Model Y,2024,7SAYGDEE2RF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,5,19,Austin,TX,Tesla,Model Y,2024,7SAYGAEEXRF,Low,Cloudy,Street,Dry,Daylight,Making Left Turn,Proceeding Straight,SV Rear-Ended By CP,No Injuries Reported
2024,11,19,Morriston,FL,Tesla,Model 3,2018,5YJ3E1EB5JF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,1,South Ogden,UT,Tesla,Model 3,2018,5YJ3E1EB6JF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,18,San Diego,CA,Subaru,Impreza,2024,JF1GUAFC0R8,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Proceeding Straight,Unknown,Top / Rollover / Unusual Impact,Minor
2024,12,11,Orlando,FL,Tesla,Model Y,2024,7SAYGDEF2RF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,22,Ashburn,VA,Tesla,Model Y,2023,7SAYGAEE8PF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,12,13,Fallbrook,CA,Tesla,Model 3,2025,5YJ3E1EA9SF,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Proceeding Straight,Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,12,20,Palo Alto,CA,Tesla,Model 3,2023,5YJ3E1EA5PF,Low,Clear,Highway / Freeway,Dry,Daylight,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,11,1,Glendale,CA,Tesla,Model Y,2023,7SAYGDEF2PF,Low,Clear,Street,Dry,Dark - Lighted,Lane / Road Departure,Parked,CP Rear-Ended By SV,Unknown
2024,11,13,Englewood,NJ,Tesla,Model Y,2020,5YJYGDEE3LF,Low Medium,Cloudy,Highway / Freeway,Dry,Daylight,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,11,0,Clearwater,FL,Tesla,Model S,2021,5YJSA1E54MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,13,Evesham,NJ,Tesla,Model 3,2022,5YJ3E1EB2NF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,0,Slidell,LA,Tesla,Model Y,2023,7SAYGDEF5PF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,0,Alamo,CA,Tesla,Model Y,2024,7SAYGDEEXRF,Low,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Proceeding Straight,Changing Lanes,SV Rear-Ended By CP,Unknown
2024,12,18,San Jose,CA,Mercedes-Benz,S450 4M,2021,W1K6G6BB2MA,Low Medium,Clear,Intersection,Dry,Dark - Lighted,Proceeding Straight,Stopped,CP Rear-Ended By SV,Minor
2024,11,12,Stockton,CA,Tesla,Model 3,2021,5YJ3E1EB7MF,Low Medium,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,"Other, see Narrative",Head-On Collision,Unknown
2024,11,7,Williams Township,PA,Tesla,Model 3,2021,5YJ3E1EA8MF,High,Clear,Rural Road,Dry,Dark - Not Lighted,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,11,10,Fairfield,CA,Tesla,Model 3,2022,5YJ3E1ECXNF,High Medium,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,"Other, see Narrative",Side-Impact SV Right,Unknown
2024,11,10,Diamond Bar,CA,Tesla,Model 3,2022,5YJ3E1EB4NF,Low Medium,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,"Other, see Narrative",CP Rear-Ended By SV,Unknown
2024,11,6,Harrisburg,PA,Tesla,Model Y,2023,7SAYGDEE9PA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,7,Encino,CA,Tesla,Model 3,2023,5YJ3E1EA8PF,Low,Clear,Street,Dry,Dark - Lighted,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,11,9,Polkton,NC,Tesla,Model S,2022,5YJYGDEE0MF,Low Medium,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Lane / Road Departure,SV Rear-Ended By CP,Unknown
2024,11,9,Bellingham,WA,Tesla,Model S,2022,5YJSA1E57NF,Low Medium,Cloudy,Highway / Freeway,Dry,Dark - Not Lighted,Changing Lanes,Traveling Wrong Way,Head-On Collision,Unknown
2024,11,17,Houston,TX,Tesla,Model 3,2023,5YJ3E1EA5PF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,14,Colton,CA,Tesla,Model 3,2021,5YJ3E1EA9MF,High,Clear,Highway / Freeway,Dry,Dawn / Dusk,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,11,13,Cedar Lake,IN,Tesla,Model 3,2019,5YJ3E1EB0KF,High,Cloudy,Intersection,Dry,Daylight,Proceeding Straight,Making Left Turn,SV Rear-Ended By CP,Unknown
2024,11,16,Las Vegas,NV,Tesla,Model 3,2018,5YJ3E1EA4JF,High Medium,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,11,6,Bordentown,NJ,Tesla,Model Y,2021,5YJYGDEE7MF,Low Medium,"Cloudy, Rain",Highway / Freeway,Wet,Dark - Lighted,Proceeding Straight,Lane / Road Departure,Head-On Collision,Unknown
2024,11,19,Los Angeles,CA,Tesla,Model Y,2021,5YJYGDEE5MF,Low Medium,Clear,Intersection,Dry,Daylight,Stopped,"Other, see Narrative",SV Rear-Ended By CP,Unknown
2024,11,12,Canandaigua,NY,Tesla,Model Y,2021,5YJYGDEE4MF,High Medium,Cloudy,Rural Road,Dry,Daylight,Proceeding Straight,Proceeding Straight,CP Rear-Ended By SV,Unknown
2024,11,15,Plano,TX,Tesla,Model Y,2023,7SAYGDEE7PA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,2,Tacoma,WA,Tesla,Model Y,2023,7SAYGDEE4PF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,21,Austin,TX,Tesla,Model Y,2023,7SAYGDEE2PA,Low,Clear,Intersection,Unknown,Daylight,Making Left Turn,Unknown,Other / Unknown,No Injuries Reported
2024,11,23,Commerce City,CO,Cadillac,Escalade,2024,1GYS4GKL3RR,Low,Cloudy,Highway / Freeway,Dry,Dark - Unknown Lighting,Proceeding Straight,Stopped,Other / Unknown,Unknown
2024,11,13,Ridgefield,NJ,Cadillac,Escalade,2022,1GYS4KKL8NR,High,Cloudy,Highway / Freeway,Dry,Daylight,Lane / Road Departure,Unknown,Other / Unknown,No Injuries Reported
2024,11,14,Canton,CA,Tesla,Model Y,2023,7SAYGDEE4PA,Low,Cloudy,Street,Dry,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,11,0,Apache Junction,AZ,Tesla,Model 3,2021,5YJ3E1EC0MF,Low,Clear,Intersection,Dry,Daylight,Making Left Turn,Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,11,1,Orange,TX,Tesla,Model 3,2024,5YJ3E1EA6RF,Low,Rain,Highway / Freeway,Wet,Dark - Not Lighted,Unknown,Unknown,Other / Unknown,Unknown
2024,11,0,Unknown,MD,Tesla,Model Y,2023,7SAYGDEE8PA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,17,Escondido,CA,Tesla,Model Y,2023,7SAYGAEE6PF,Low Medium,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,11,14,Hesperia,CA,Tesla,Model Y,2023,7SAYGAEE0PF,Low Medium,Clear,Highway / Freeway,Dry,Dawn / Dusk,Unknown,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,11,9,Sunol,CA,Tesla,Model 3,2018,5YJ3E1EA9JF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,9,Seattle,WA,Tesla,Model 3,2024,5YJ3E1ET2RF,Low,Clear,Intersection,Dry,Dark - Lighted,Proceeding Straight,Proceeding Straight,Head-On Collision,Unknown
2024,11,6,Miami,FL,Tesla,Model 3,2023,5YJ3E1EA4PF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,2,Cornelius,NC,Tesla,Model 3,2020,5YJ3E1EA3LF,High Medium,Clear,Intersection,Dry,Dark - Lighted,Proceeding Straight,Making Left Turn,SV Rear-Ended By CP,Unknown
2024,11,1,Cupertino,CA,Tesla,Model Y,2023,7SAYGDEE7PF,Low Medium,Cloudy,Highway / Freeway,Dry,Dawn / Dusk,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,11,16,San Bernardino,CA,Tesla,Model Y,2023,7SAYGDEE4PA,High Medium,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,11,16,Laguna Niguel,CA,Tesla,Model Y,2024,7SAYGDEF1RF,Low,Clear,Intersection,Dry,Daylight,Proceeding Straight,Making Left Turn,Side-Impact SV Right,Unknown
2024,11,0,Kingsville,TX,Tesla,Model Y,2020,5YJYGDEE5LF,Low Medium,Cloudy,Highway / Freeway,Dry,Dawn / Dusk,Proceeding Straight,Proceeding Straight,Head-On Collision,Unknown
2024,11,14,Davis,OK,Tesla,Model X,2024,7SAXCDE54RF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,5,Altamonte Springs,FL,Tesla,Model Y,2023,7SAYGDEE9PA,Low,Clear,Intersection,Dry,Dark - Lighted,Stopped,Lane / Road Departure,SV Rear-Ended By CP,Unknown
2024,11,9,Los Angeles,CA,Tesla,Model X,2022,7SAXCBE54NF,Low Medium,Clear,Intersection,Dry,Dark - Lighted,Making Left Turn,Unknown,Other / Unknown,Unknown
2024,11,0,Phoenix,AZ,Tesla,Model 3,2024,5YJ3E1EA6RF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,7,Sacramento,CA,Tesla,Model 3,2023,5YJ3E1EA8PF,High Medium,Clear,Intersection,Dry,Dark - Lighted,Proceeding Straight,Proceeding Straight,Head-On Collision,Unknown
2024,5,15,Burke,VA,Tesla,Model Y,2023,7SAYGAEE5PF,Low,Cloudy,Intersection,Dry,Daylight,Making Left Turn,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,11,23,Scottsdale,AZ,Tesla,Model Y,2024,7SAYGDEE3RA,Low,Unknown,Parking Lot,Dry,Daylight,Unknown,Unknown,Other / Unknown,Serious
2024,11,23,Eastvale,CA,Tesla,Model Y,2024,7SAYGDEE4RF,Low,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,11,0,Lynchburg,VA,Tesla,Model S,2023,5YJSA1E68PF,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Proceeding Straight,"Other, see Narrative",CP Rear-Ended By SV,Unknown
2024,10,21,Matthews,NC,Tesla,Model 3,2019,5YJ3E1EB8KF,High,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,11,9,Upper Marlboro,MD,Tesla,Model 3,2021,5YJ3E1EB8MF,Low Medium,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Unknown,Unknown,Other / Unknown,Unknown
2024,11,15,Dothan,AL,Tesla,Model 3,2024,5YJ3E1EA2RF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,22,Plainview,TX,Subaru,Ascent,2024,4S4WMAWDXR3,Low,Clear,Rural Road,Dry,Dark - Not Lighted,Proceeding Straight,"Other, see Narrative",Other / Unknown,No Injuries Reported
2024,11,17,Worcester,MA,Tesla,Model 3,2024,5YJ3E1EA4RF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,18,Bothell,WA,Tesla,Cybertruck,2024,7G2CEHED2RA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,7,Santa Clara,CA,Tesla,Model Y,2022,7SAYGDEFXNF,Low,Clear,Intersection,Dry,Dark - Lighted,Proceeding Straight,Making Left Turn,Head-On Collision,Unknown
2024,11,0,Defuniak Springs,FL,Tesla,Model 3,2021,5YJ3E1EB0MF,High,Clear,Intersection,Dry,Dark - Not Lighted,Proceeding Straight,Proceeding Straight,Head-On Collision,Unknown
2024,11,3,Santa Clara,CA,Tesla,Model Y,2021,5YJYGDEE1MF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,3,Overland Park,KS,Tesla,Model Y,2023,7SAYGDEE8PF,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,11,16,Brooklyn,NY,Tesla,Model 3,2023,5YJ3E1EA7PF,Low,Clear,Highway / Freeway,Dry,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,11,19,Sunol,CA,Tesla,Model 3,2018,5YJ3E1EA1JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,1,Escondido,CA,Tesla,Model 3,2018,5YJ3E1EB0JF,Low,Clear,Intersection,Dry,Dawn / Dusk,Proceeding Straight,Making Left Turn,Head-On Collision,Unknown
2024,11,9,Unknown,IL,Tesla,Model 3,2019,5YJ3E1EA9KF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,19,Tustin,CA,Tesla,Model 3,2023,5YJ3E1EA6PF,Low,Clear,Intersection,Dry,Daylight,Making Left Turn,Unknown,Other / Unknown,Unknown
2024,11,9,American Canyon,CA,Tesla,Model X,2018,5YJXCBE28JF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,23,Miami Beach,FL,Tesla,Cybertruck,2024,7G2CEHEE8RA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,18,Medford,MA,Tesla,Model Y,2024,7SAYGDEE7RA,Low,Cloudy,Street,Wet,Daylight,Making Left Turn,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,11,19,Okemah,OK,Cadillac,Lyriq,2024,1GYKPWRK9RZ,Low,Clear,Highway / Freeway,Dry,Dawn / Dusk,Proceeding Straight,Unknown,Other / Unknown,No Injuries Reported
2024,11,23,Columbus,OH,Chevrolet,Traverse,2024,1GNEVLKS0RJ,Low,Clear,Highway / Freeway,Dry,Dark - Unknown Lighting,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,11,0,Lanham,MD,Tesla,Model Y,2023,7SAYGDED3PF,Low,Clear,Parking Lot,Unknown,Unknown,Parking Maneuver,Unknown,Top / Rollover / Unusual Impact,No Injuries Reported
2024,11,13,Houston,TX,Tesla,Model Y,2023,7SAYGDEE3PA,Low,"Cloudy, Rain",Street,Wet,Daylight,Proceeding Straight,Stopped,CP Rear-Ended By SV,Unknown
2024,11,23,Troy,NY,Tesla,Model Y,2023,7SAYGAEE7PF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,11,East Greenbush,NY,Tesla,Model X,2023,7SAXCAE58PF,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Unknown,Unknown,Other / Unknown,Unknown
2024,11,22,Waimea,HI,Tesla,Model 3,2018,5YJ3E1EB2JF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,10,23,San Jose,CA,Tesla,Model 3,2020,5YJ3E1EC8LF,Low Medium,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,10,12,Brandon,FL,Tesla,Model 3,2020,5YJ3E1EA9LF,Low Medium,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,11,23,Lewisville,TX,Tesla,Model Y,2024,7SAYGDED3RA,Low,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,11,18,Lincolnwood,IL,Tesla,Model 3,2024,5YJ3E1EB0RF,Low,Clear,Street,Dry,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,11,3,Redlands,CA,Tesla,Model Y,2023,7SAYGDEE7PA,Low Medium,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Unknown,Unknown,Other / Unknown,Unknown
2024,11,4,Culver City,CA,Tesla,Model Y,2023,7SAYGDEE2PA,Low,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,"Other, see Narrative",SV Rear-Ended By CP,Unknown
2024,11,3,Charlotte,NC,Tesla,Model 3,2023,5YJ3E1EA5PF,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,11,4,New Castle,DE,Tesla,Model Y,2022,7SAYGDEE0NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,11,0,Longview,TX,Tesla,Model Y,2024,7SAYGDED3RA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,20,Cedar Lake,IN,Tesla,Model 3,2023,5YJ3E1EA9PF,Low Medium,Clear,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,12,Anaheim,CA,Tesla,Model X,2019,5YJXCBE21KF,High,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,"Other, see Narrative",CP Rear-Ended By SV,Unknown
2024,10,1,Orange,CA,Tesla,Model X,2016,5YJXCBE2XGF,High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,10,17,Richmond Hill,GA,Tesla,Model 3,2019,5YJ3E1EB8KF,High Medium,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Making Right Turn,Head-On Collision,Unknown
2024,10,6,Springfield,MO,Tesla,Model 3,2018,5YJ3E1EB3JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,10,0,Omaha,NE,Tesla,Model 3,2021,5YJ3E1EB2MF,Low Medium,Unknown,Unpaved Road,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,10,3,Farragut,TN,Tesla,Model Y,2023,7SAYGDEF1PA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,10,20,Wesley Chapel,FL,Tesla,Model Y,2023,7SAYGDEE0PA,Low,Cloudy,Highway / Freeway,Dry,Daylight,Lane / Road Departure,Unknown,Other / Unknown,Unknown
2024,10,12,Arlington,VA,Tesla,Model 3,2024,5YJ3E1EA6RF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,11,8,Vevay,MI,Buick,Enclave,2025,5GAERCKS3SJ,Low,Cloudy,Highway / Freeway,Dry,Dark - Unknown Lighting,Proceeding Straight,"Other, see Narrative",Other / Unknown,No Injuries Reported
2024,10,1,Santa Clara,CA,Tesla,Model Y,2023,7SAYGDEEXPF,Low,Clear,Highway / Freeway,Dry,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,10,17,Los Altos Hills,CA,Tesla,Model 3,2021,5YJ3E1EA4MF,Low Medium,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Changing Lanes,SV Rear-Ended By CP,Unknown
2024,10,5,Inglewood,CA,Tesla,Model 3,2021,5YJ3E1EC3MF,Low,Clear,Street,Unknown,Unknown,Unknown,Unknown,Top / Rollover / Unusual Impact,No Injuries Reported
2024,10,0,Henderson,NV,Tesla,Model Y,2022,7SAYGDEF4NF,Low,Clear,Highway / Freeway,Dry,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,10,3,Desert Vista,AR,Tesla,Model 3,2022,5YJ3E1EA3NF,Low,Clear,Intersection,Dry,Dark - Lighted,Making Left Turn,Proceeding Straight,CP Rear-Ended By SV,Unknown
2024,10,1,Round Rock,TX,Tesla,Model X,2023,7SAXCDE58PF,Low,Clear,Street,Dry,Dark - Not Lighted,Unknown,Unknown,Other / Unknown,Unknown
2024,10,1,Chicago,IL,Tesla,Model 3,2023,5YJ3E1EC1PF,Low,Clear,Intersection,Dry,Unknown,Unknown,Unknown,Other / Unknown,No Injuries Reported
2024,10,18,Springfield,VA,Tesla,Model 3,2018,5YJ3E1EB6JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,10,22,Irving,TX,Tesla,Model Y,2023,7SAYGDEE1PA,Low,Cloudy,Intersection,Unknown,Unknown,Unknown,Unknown,Top / Rollover / Unusual Impact,No Injuries Reported
2024,10,15,Tucson,AZ,Tesla,Model 3,2023,5YJ3E1EA6PF,Low Medium,Clear,Intersection,Unknown,Unknown,Unknown,Unknown,Top / Rollover / Unusual Impact,No Injuries Reported
2024,10,8,Bronx,NY,Tesla,Model 3,2021,5YJ3E1EB0MF,Low,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,10,9,Houston,TX,Ford,Mach-E,2024,3FMTK1R47RM,Low,Unknown,Highway / Freeway,Unknown,Dawn / Dusk,Proceeding Straight,Unknown,Other / Unknown,No Injuries Reported
2024,10,1,Carrollton,TX,Tesla,Model Y,2023,7SAYGDEE5PA,Low,Clear,Street,Dry,Dark - Lighted,"Other, see Narrative",Unknown,Other / Unknown,Unknown
2024,10,9,Houston,TX,Tesla,Model Y,2020,5YJYGDEE7LF,High,Clear,Highway / Freeway,Dry,Dark - Lighted,Lane / Road Departure,Unknown,Other / Unknown,Unknown
