year,month,hour,city,state,make,model,model_year,vin,mileage_category,weather,roadway_type,roadway_surface,lighting,sv_pre_crash_movement,cp_pre_crash_movement,collision_category,highest_injury_severity_alleged
2024,5,21,Chicago,IL,Tesla,Model 3,2023,5YJ3E1EA1PF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,5,16,Rosenberg,TX,Tesla,Model X,2024,7SAXCAE55RF,Low,Cloudy,Intersection,Dry,Daylight,Making Left Turn,"Other, see Narrative",Head-On Collision,Unknown
2024,4,7,Chantilly,VA,Tesla,Model S,2018,5YJSA1E22JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,5,19,Berkeley,CA,Tesla,Model 3,2018,5YJ3E1EA6JF,High Medium,"Cloudy, Rain",Street,Wet,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,5,4,Goldenrod,FL,Tesla,Model 3,2023,5YJ3E1EA5PF,Low,Clear,Street,Dry,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,5,20,Mission Viejo,CA,Tesla,Model Y,2023,7SAYGDEE7PA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2024,5,8,Los Angeles,CA,Tesla,Model X,2023,7SAXCDE59PF,Low,Clear,Highway / Freeway,Dry,Dark - Lighted,Unknown,"Other, see Narrative",Top / Rollover / Unusual Impact,Unknown
2024,5,19,White Hills,AZ,Tesla,Model Y,2023,7SAYGDEE2PF,Low,Clear,Highway / Freeway,Dry,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,5,23,Stanford,CA,Tesla,Model 3,2024,5YJ3E1EA0RF,Low,Clear,Street,Dry,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,4,7,Chicago,IL,Tesla,Model 3,2020,5YJ3E1EB6LF,Low,"Cloudy, Rain",Highway / Freeway,Wet,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,1,14,Rosarito,UNK,Honda,Accord,2020,1HGCV1F33LA,High Medium,Rain,Highway / Freeway,Wet,Unknown,"Other, see Narrative",Parked,Other / Unknown,Serious
2024,4,6,Holliston,MA,Tesla,Model Y,2023,7SAYGDEE8PF,Very High,Clear,Street,Dry,Dark - Lighted,Unknown,Unknown,Other / Unknown,Unknown
2024,4,19,Brodhead,WI,Tesla,Model 3,2019,5YJ3E1EB2KF,Very High,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Entering Traffic,SV Rear-Ended By CP,Unknown
2024,4,4,San Diego,CA,Tesla,Model Y,2022,7SAYGAEE6NF,Very High,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,23,Huntington Beach,CA,Tesla,Model S,2023,5YJSA1E66PF,Low,Clear,Street,Unknown,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,4,22,Great Falls,VA,Tesla,Model X,2023,7SAXCBE55PF,Low,Clear,Street,Unknown,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,4,23,Noxapater,MS,Tesla,Model 3,2018,5YJ3E1EB3JF,Low Medium,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Proceeding Straight,CP Rear-Ended By SV,Unknown
2023,12,15,San Juan Bautista,CA,Chevrolet,Bolt,2022,1G1FZ6S07N4,Low Medium,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Minor
2024,4,15,Oakland,FL,Tesla,Model X,2022,7SAXCAE50NF,Low,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,14,Phoenix,AZ,Tesla,Model Y,2024,7SAYGDEE0RA,Low,Clear,Highway / Freeway,Dry,Daylight,Unknown,Unknown,Other / Unknown,Unknown
2024,4,16,Primm,NV,Tesla,Model S,2021,5YJSA1E62MF,Low Medium,Unknown,Highway / Freeway,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,18,Unknown,MA,Nissan,Ariya,2023,JN1BF0BA0PM,Low,Unknown,Highway / Freeway,Unknown,Daylight,Unknown,Unknown,Other / Unknown,No Injuries Reported
2024,4,15,Roseville,MN,Tesla,Model Y,2023,7SAYGDEE6PA,Low,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,"Other, see Narrative",SV Rear-Ended By CP,Unknown
2024,4,14,Bridgewater,NJ,Tesla,Model Y,2023,7SAYGDEE3PF,Low,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,14,Springfield,VA,Tesla,Model 3,2023,5YJ3E1EA2PF,Low,Cloudy,Street,Dry,Daylight,"Other, see Narrative",Unknown,Other / Unknown,Unknown
2024,4,23,Bakersfield,CA,Tesla,Model Y,2022,7SAYGDEF9NF,Low,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,1,2,Long Beach,CA,Polestar,2,2022,LPSED3KA8NL,Low,Unknown,Highway / Freeway,Unknown,Dark - Unknown Lighting,Proceeding Straight,Unknown,Other / Unknown,Minor
2024,4,18,Cleveland,OH,Cadillac,Escalade,2023,1GYS4GKL1PR,Low,Cloudy,Highway / Freeway,Dry,Daylight,Lane / Road Departure,Unknown,Other / Unknown,No Injuries Reported
2024,2,17,Menlo Park,CA,Volvo,V60,2024,YV1H60EP1R1,Low,Clear,Intersection,Dry,Daylight,Proceeding Straight,Proceeding Straight,Head-On Collision,Minor
2024,4,14,Austin,TX,Tesla,Model Y,2023,7SAYGDEE3PF,Low Medium,Clear,Street,Dry,Daylight,Proceeding Straight,"Other, see Narrative",Other / Unknown,No Injuries Reported
2024,4,15,Plano,TX,Tesla,Model Y,2023,7SAYGDEE4PA,Low,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,7,Los Angeles,CA,Tesla,Model 3,2023,5YJ3E1ECXPF,Low,Clear,Street,Dry,Dark - Lighted,Proceeding Straight,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,4,13,Melissa,TX,Tesla,Model Y,2023,7SAYGDEE7PA,Low,Cloudy,Intersection,Dry,Daylight,"Other, see Narrative",Making Left Turn,SV Rear-Ended By CP,Unknown
2024,4,21,Pasadena,CA,Tesla,Model Y,2021,5YJYGDEF3MF,Low Medium,Clear,Street,Dry,Daylight,"Other, see Narrative",Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,4,12,San Diego,CA,Tesla,Model 3,2021,5YJ3E1EB6MF,Low Medium,Cloudy,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,"Other, see Narrative",SV Rear-Ended By CP,Unknown
2024,4,13,Lakewood Ranch,FL,Tesla,Model Y,2023,7SAYGDEE5PA,Low,Clear,Rural Road,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,6,San Jose,CA,Tesla,Model Y,2024,7SAYGAEE2RF,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,"Other, see Narrative","Other, see Narrative",CP Rear-Ended By SV,Unknown
2024,4,15,Liberty Township,PA,Tesla,Model Y,2021,5YJYGAEE6MF,High Medium,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Proceeding Straight,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,4,16,Del Mar,CA,Rivian,R1T,2023,7FCTGBAA1PN,Low,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Merging,Other / Unknown,Unknown
2024,4,16,Durham,NC,Rivian,R1S,2023,7PDSGABA9PN,Low,Unknown,Highway / Freeway,Dry,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,9,Houston,TX,Tesla,Model 3,2020,5YJ3E1EA7LF,High Medium,Clear,Street,Dry,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,23,Joplin,MO,Tesla,Model 3,2021,5YJ3E1EA9MF,Low Medium,Clear,Street,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,22,North Brunswick Township,NJ,Tesla,Model 3,2023,5YJ3E1EA2PF,Low,Cloudy,Intersection,Dry,Daylight,Proceeding Straight,Making U-Turn,CP Rear-Ended By SV,Unknown
2024,4,17,Indianapolis,IN,Tesla,Model Y,2023,7SAYGDEF4PF,Low Medium,Cloudy,Intersection,Dry,Daylight,"Other, see Narrative",Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,4,4,Wheat Ridge,CO,Tesla,Model Y,2024,7SAYGDEE7RA,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Proceeding Straight,Stopped,CP Rear-Ended By SV,Unknown
2024,4,23,Port Richey,FL,Tesla,Model Y,2024,7SAYGDEE8RF,Low,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,1,Las Vegas,NV,Tesla,Model Y,2020,5YJYGDEF8LF,Low Medium,Clear,Intersection,Dry,Daylight,Proceeding Straight,Proceeding Straight,CP Rear-Ended By SV,Unknown
2024,4,10,Ellenwood,GA,Tesla,Model Y,2023,7SAYGDEE6PA,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Proceeding Straight,"Other, see Narrative",CP Rear-Ended By SV,Unknown
2024,4,21,Missouri City,TX,Tesla,Model Y,2023,7SAYGDEE3PA,Low,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,1,North Las Vegas,NV,Tesla,Model 3,2023,5YJ3E1EA7PF,Low,Clear,Intersection,Dry,Daylight,"Other, see Narrative",Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,4,7,Truckee,CA,Tesla,Model Y,2020,5YJYGDEF4LF,High Medium,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Serious
2024,4,22,Goldsboro,NC,Tesla,Model 3,2020,5YJ3E1EB6LF,Low,Clear,Intersection,Dry,Daylight,Proceeding Straight,Making Left Turn,Head-On Collision,Unknown
2024,4,22,Frisco,TX,Tesla,Model Y,2023,7SAYGDEE0PA,Low,Clear,Street,Dry,Daylight,"Other, see Narrative",Unknown,Top / Rollover / Unusual Impact,Unknown
2024,4,6,South Pasadena,CA,Tesla,Model 3,2023,5YJ3E1EC6PF,Low,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,7,Columbus,OH,Tesla,Model 3,2023,5YJ3E1EA1PF,Low,Clear,Intersection,Dry,Dark - Lighted,Proceeding Straight,Proceeding Straight,Head-On Collision,Unknown
2024,4,22,Las Vegas,NV,Tesla,Model Y,2024,7SAYGDEEXRA,Low,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,23,Powell,TN,Tesla,Model 3,2023,5YJ3E1EA8PF,Low,Cloudy,Intersection,Dry,Daylight,"Other, see Narrative",Unknown,Other / Unknown,Unknown
2024,4,6,Broussard,LA,GMC,Yukon,2024,1GKS1DKL1RR,Low,Clear,Highway / Freeway,Dry,Daylight,Changing Lanes,"Other, see Narrative",Other / Unknown,No Injuries Reported
2024,4,12,Montgomery,AL,Tesla,Model X,2022,7SAXCBE51NF,Low,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,4,0,Charlotte,NC,Tesla,Model 3,2023,5YJ3E1EA4PF,Low,Cloudy,Intersection,Dry,Dawn / Dusk,"Other, see Narrative",Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,3,20,Garden Grove,CA,Tesla,Model Y,2023,7SAYGDEE4PA,Low,Cloudy,Street,Dry,Daylight,Proceeding Straight,Parked,CP Rear-Ended By SV,Unknown
2024,4,1,Denver,CO,Cadillac,Escalade,2021,1GYS4RKL6MR,High Medium,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,No Injuries Reported
2024,3,18,Vista,CA,Tesla,Model Y,2022,7SAYGDEF9NF,Low,Cloudy,Street,Dry,Daylight,Proceeding Straight,Traveling Wrong Way,Head-On Collision,Unknown
2024,3,13,Dix Hills,NY,Tesla,Model Y,2023,7SAYGDEE1PF,Low,Unknown,Unknown,Unknown,Unknown,"Other, see Narrative",Unknown,Other / Unknown,Unknown
2024,3,8,Buena Park,CA,Tesla,Model Y,2022,7SAYGDEE7NF,Low,"Cloudy, Rain",Highway / Freeway,Wet,Dark - Not Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,2,Miami,FL,Tesla,Model 3,2021,5YJ3E1EB0MF,Low Medium,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,Proceeding Straight,CP Rear-Ended By SV,Unknown
2024,3,9,Los Angeles,CA,Tesla,Model 3,2023,5YJ3E1EA7PF,Low,Clear,Street,Dry,Dark - Lighted,Lane / Road Departure,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,3,19,Lithia,FL,Tesla,Model Y,2023,7SAYGDEEXPA,Low,Clear,Intersection,Dry,Daylight,"Other, see Narrative",Unknown,Other / Unknown,Unknown
2024,3,22,Bellingham,WA,Tesla,Model Y,2022,7SAYGAEE1NF,Low,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Proceeding Straight,CP Rear-Ended By SV,Unknown
2024,3,3,Unknown,PA,Ford,Mach-E,2022,3FMTK2SU3NM,Low,Unknown,Highway / Freeway,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Fatality
2024,3,13,Grovetown,GA,Tesla,Model 3,2019,5YJ3E1EA5KF,High Medium,Cloudy,Intersection,Dry,Daylight,Proceeding Straight,"Other, see Narrative",Head-On Collision,Unknown
2024,3,16,Millcreek,UT,Tesla,Model Y,2023,7SAYGDEE6PF,Low,"Snow, Cloudy, Rain",Highway / Freeway,Snow / Slush / Ice,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,1,Belmont,CA,Tesla,Model 3,2023,5YJ3E1EA8PF,Low,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Proceeding Straight,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,3,11,Clark,NJ,Tesla,Model Y,2021,5YJYGDEE1MF,Low Medium,Clear,Highway / Freeway,Dry,Dawn / Dusk,"Other, see Narrative","Other, see Narrative",SV Rear-Ended By CP,Unknown
2024,3,12,Stockton,CA,Tesla,Model 3,2020,5YJ3E1EB8LF,Low Medium,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,"Other, see Narrative",Head-On Collision,Unknown
2024,3,19,Riverside,CA,Tesla,Model Y,2023,7SAYGDEE3PA,Low,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,23,Fountain Valley,CA,Tesla,Model 3,2018,5YJ3E1EA6JF,High,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,16,Windsor,CT,Tesla,Model Y,2021,5YJYGDEE8MF,Low Medium,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,13,Unknown,MO,Volkswagen,ID.4,2023,1V2WNPE86PC,Low,Clear,Highway / Freeway,Dry,Unknown,Proceeding Straight,Unknown,Other / Unknown,No Injuries Reported
2024,1,10,Dallas,TX,Tesla,Model 3,2023,5YJ3E1EA4PF,Low,Clear,Street,Dry,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,15,Los Angeles,CA,Tesla,Model 3,2022,5YJ3E1EB6NF,Low,Cloudy,Highway / Freeway,Dry,Dawn / Dusk,Proceeding Straight,Unknown,Other / Unknown,Unknown
2023,12,15,Walnut,CA,Tesla,Model 3,2023,5YJ3E1EA5PF,Low,Clear,Intersection,Dry,Dawn / Dusk,Proceeding Straight,"Other, see Narrative",Head-On Collision,Unknown
2023,12,12,Whittier,CA,Tesla,Model 3,2022,5YJ3E1EC8NF,Low,Clear,Street,Dry,Dark - Lighted,Proceeding Straight,Parked,CP Rear-Ended By SV,Unknown
2023,12,8,Cleveland,OH,Tesla,Model 3,2023,5YJ3E1EA8PF,Low Medium,Cloudy,Highway / Freeway,Wet,Dark - Lighted,Proceeding Straight,Lane / Road Departure,SV Rear-Ended By CP,Unknown
2023,12,19,Franklin Park,PA,Tesla,Model 3,2023,5YJ3E1EB6PF,Low,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2023,12,6,Orlando,FL,Tesla,Model 3,2023,5YJ3E1EA9PF,Low,"Cloudy, Rain",Highway / Freeway,Wet,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2023,12,4,Vienna,VA,Tesla,Model 3,2022,5YJ3E1EB1NF,Low,Clear,Intersection,Dry,Dark - Not Lighted,Proceeding Straight,"Other, see Narrative",Head-On Collision,Unknown
2023,12,8,Diamond Bar,CA,Tesla,Model 3,2022,5YJ3E1EA6NF,Low,Clear,Street,Dry,Dark - Lighted,"Other, see Narrative",Unknown,Top / Rollover / Unusual Impact,Unknown
2023,12,2,Pleasant Township,OH,Tesla,Model 3,2022,5YJ3E1EC9NF,Low,Clear,Traffic Circle,Dry,Dark - Lighted,Proceeding Straight,Unknown,Top / Rollover / Unusual Impact,Unknown
2023,12,0,Atlanta,GA,Tesla,Model 3,2018,5YJ3E1EB2JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2023,12,14,Arlington Heights,IL,Tesla,Model 3,2022,5YJ3E1EC6NF,Low Medium,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2023,12,19,Tampa,FL,Tesla,Model 3,2023,5YJ3E1EA1PF,Low,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,7,Los Angeles,CA,Tesla,Model 3,2018,5YJ3E1EA6JF,High Medium,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,19,Red Mills,VA,Tesla,Model 3,2019,5YJ3E1EB7KF,Low Medium,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Stopped,CP Rear-Ended By SV,Unknown
2024,3,16,Garden City,NY,Tesla,Model 3,2021,5YJ3E1EA5MF,Low,Clear,Intersection,Dry,Daylight,Proceeding Straight,Making Left Turn,Head-On Collision,Unknown
2024,3,18,Lockland,OH,Tesla,Model 3,2022,5YJ3E1EB8NF,Low Medium,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Proceeding Straight,CP Rear-Ended By SV,Unknown
2024,3,20,Wildwood,FL,Tesla,Model 3,2020,5YJ3E1EB3LF,High,Clear,Intersection,Dry,Daylight,"Other, see Narrative",Making Left Turn,CP Rear-Ended By SV,Unknown
2024,3,0,Tiverton,RI,Tesla,Model 3,2020,5YJ3E1EC0LF,Low Medium,Clear,Rural Road,Dry,Dark - Not Lighted,Proceeding Straight,Traveling Wrong Way,Head-On Collision,Unknown
2024,2,12,Libertyville Twp,IL,Ford,Escape,2021,1FMCU0BZ5MU,Low,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Changing Lanes,CP Rear-Ended By SV,No Injuries Reported
2024,3,20,Fremont,CA,Lucid,Air,2023,50EA1GBA8PA,Low,Cloudy,Highway / Freeway,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,No Injuries Reported
2024,3,21,Venice,FL,Tesla,Model 3,2018,5YJ3E1EBXJF,Low Medium,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,11,Bakersfield,CA,Tesla,Model 3,2019,5YJ3E1EB6KF,High Medium,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Proceeding Straight,Traveling Wrong Way,SV Rear-Ended By CP,Unknown
2024,3,8,Huntington Beach,CA,Tesla,Model Y,2022,7SAYGDEF7NF,Low Medium,Clear,Street,Dry,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,4,Rancho Cucamonga,CA,Tesla,Model 3,2018,5YJ3E1EA1JF,Low Medium,Clear,Intersection,Dry,Dark - Lighted,Making Left Turn,Proceeding Straight,Head-On Collision,Unknown
2024,3,1,Peoria,AZ,Tesla,Model Y,2022,7SAYGDEE6NF,Low,"Cloudy, Rain",Highway / Freeway,Wet,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,19,Houston,TX,Tesla,Model 3,2018,5YJ3E1EA1JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,13,Newport,MI,GMC,Sierra 1500,2023,1GTUUHEL8PZ,Low,Other,Street,Dry,Daylight,Proceeding Straight,Stopped,Other / Unknown,Unknown
2024,3,13,Louisville,KY,HONDA,ACCORD,2020,1HGCV1F53LA,High Medium,Unknown,Highway / Freeway,Dry,Daylight,Proceeding Straight,Proceeding Straight,Other / Unknown,No Injuries Reported
2024,3,16,Victoria,TX,Subaru,Outback,2020,4S4BTANC6L3,Low Medium,Clear,Intersection,Dry,Daylight,Proceeding Straight,Unknown,Head-On Collision,Minor
2024,3,14,Westfield,NY,Subaru,Outback,2024,4S4BTALC7R3,Low,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,No Injuries Reported
2024,3,0,Arlington,TX,Tesla,Model 3,2021,5YJ3E1EA2MF,Low Medium,Clear,Highway / Freeway,Dry,Daylight,Lane / Road Departure,Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,3,0,Napa,CA,Tesla,Model 3,2018,5YJ3E1EA9JF,Low Medium,Other,Intersection,Dry,Daylight,Proceeding Straight,Making Left Turn,Head-On Collision,Unknown
2024,3,18,Knoxville,TN,Tesla,Model 3,2018,5YJ3E1EBXJF,Low Medium,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,3,13,Suffolk,VA,Tesla,Model 3,2022,5YJ3E1EA2NF,Low Medium,Cloudy,Intersection,Dry,Daylight,Making Left Turn,Proceeding Straight,SV Rear-Ended By CP,Unknown
2024,2,22,San Antonio,TX,Ford,Mach-E,2022,3FMTK3R77NM,Low,Clear,Highway / Freeway,Dry,Dark - Not Lighted,Proceeding Straight,Stopped,CP Rear-Ended By SV,Fatality
2024,3,8,Pompano Beach,FL,Tesla,Model 3,2021,5YJ3E1EA8MF,Low Medium,Cloudy,Highway / Freeway,Dry,Dark - Lighted,Stopped,"Other, see Narrative",SV Rear-Ended By CP,Unknown
2024,3,6,Charlotte,NC,Tesla,Model Y,2020,5YJYGDEF4LF,Low Medium,Cloudy,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,Lane / Road Departure,SV Rear-Ended By CP,Unknown
2024,3,3,Apopka,FL,Tesla,Model Y,2023,7SAYGDEE0PA,Low,Clear,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,Changing Lanes,SV Rear-Ended By CP,Unknown
2024,2,13,East Orange,NJ,Tesla,Model 3,2020,5YJ3E1EA7LF,Low Medium,Cloudy,Intersection,Wet,Daylight,"Other, see Narrative",Proceeding Straight,Head-On Collision,Unknown
2024,2,21,Arden Hills,MN,Tesla,Model 3,2019,5YJ3E1EB5KF,High Medium,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,"Other, see Narrative",SV Rear-Ended By CP,Unknown
2024,2,10,Richfield Springs,NY,Subaru,Outback,2021,4S4BTGPD0M3,Low,"Snow, Cloudy",Rural Road,Snow / Slush / Ice,Daylight,Unknown,"Other, see Narrative",Top / Rollover / Unusual Impact,Moderate
2024,2,0,Crown City,OH,Tesla,Model 3,2020,5YJ3E1EC0LF,Low,Clear,Rural Road,Dry,Dark - Not Lighted,Proceeding Straight,"Other, see Narrative",CP Rear-Ended By SV,Unknown
2024,2,11,Houston,TX,Tesla,Model 3,2020,5YJ3E1EB3LF,High,Cloudy,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,2,4,Redwood City,CA,Tesla,Model Y,2021,5YJYGDEE6MF,Low Medium,"Cloudy, Rain",Highway / Freeway,Wet,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,2,3,Redwood City,CA,Tesla,Model 3,2021,5YJ3E1EA1MF,Low,"Cloudy, Rain",Highway / Freeway,Wet,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,2,21,Frisco,TX,Tesla,Model 3,2022,5YJ3E1EAXNF,Low,Clear,Intersection,Dry,Daylight,"Other, see Narrative",Stopped,CP Rear-Ended By SV,Unknown
2024,2,21,South San Francisco,CA,Tesla,Model Y,2023,7SAYGDEE3PF,Low,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,2,12,Georgetown,TX,Nissan,Rogue,2023,5N1BT3BA9PC,Low,Unknown,Highway / Freeway,Unknown,Daylight,Unknown,Unknown,Other / Unknown,No Injuries Reported
2024,2,16,Shawnee Hills,OH,Tesla,Model 3,2022,5YJ3E1EC3NF,Low Medium,Cloudy,Rural Road,Snow / Slush / Ice,Daylight,Proceeding Straight,Unknown,Top / Rollover / Unusual Impact,Unknown
2024,2,2,San Tan Valley,AZ,Tesla,Model Y,2020,5YJYGDEF3LF,Low Medium,Clear,Intersection,Dry,Dark - Lighted,Proceeding Straight,"Other, see Narrative",CP Rear-Ended By SV,Unknown
2024,2,6,Dallas,TX,Tesla,Model Y,2021,5YJYGDEE3MF,Low Medium,Cloudy,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,2,19,Springfield,VA,Chevrolet,Bolt,2022,1G1FZ6S04N4,Low Medium,Cloudy,Highway / Freeway,Dry,Dark - Lighted,Changing Lanes,Unknown,Other / Unknown,No Injuries Reported
2024,1,18,Camarillo,CA,Tesla,Model X,2022,7SAXCAE54NF,Low,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Lane / Road Departure,SV Rear-Ended By CP,Unknown
2024,1,8,Los Angeles,CA,Tesla,Model 3,2022,5YJ3E1EA5NF,Low,Cloudy,Highway / Freeway,Dry,Dark - Lighted,Proceeding Straight,Stopped,Other / Unknown,Unknown
2024,2,17,Escondido,CA,Tesla,Model 3,2023,5YJ3E1EB6PF,Low,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,"Other, see Narrative",CP Rear-Ended By SV,Unknown
2024,2,22,Pompton Lakes,NJ,Tesla,Model X,2016,5YJXCBE40GF,High Medium,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,2,21,Whitmore Lake,MI,Tesla,Model S,2022,5YJSA1E57NF,High Medium,Unknown,Unknown,Unknown,Unknown,Proceeding Straight,Unknown,Other / Unknown,Unknown
2024,2,10,Oxford,AL,Subaru,Outback,2022,4S4BTAFCXN3,Low,"Cloudy, Rain",Rural Road,Wet,Daylight,Proceeding Straight,Unknown,Top / Rollover / Unusual Impact,Minor
2024,2,6,Dublin,CA,Tesla,Model Y,2021,5YJYGAEE8MF,High,Cloudy,Highway / Freeway,Dry,Dark - Not Lighted,Proceeding Straight,"Other, see Narrative",CP Rear-Ended By SV,Unknown
2024,2,5,Los Angeles,CA,Tesla,Model Y,2021,5YJYGDEE7MF,Low,"Cloudy, Rain",Highway / Freeway,Wet,Dark - Not Lighted,Proceeding Straight,Unknown,Other / Unknown,Unknown
